celula	algoritmo	seed	migracao	cenario	inicio	fim	parede_s	cpu_usuario_s	cpu_sistema_s	pico_memoria_kb	codigo_saida	tentativas	trabalhador_pid	sha256_binario
az-anticorr-alta	ffd	65	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:24-03:00	2026-08-07T13:40:49-03:00	24.69	24.31	0.33	109924	0	1	492243	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	66	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:28-03:00	2026-08-07T13:40:48-03:00	20.11	19.75	0.31	109568	0	1	492312	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	67	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:28-03:00	2026-08-07T13:40:47-03:00	18.51	18.16	0.30	108356	0	1	492336	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	68	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:33-03:00	2026-08-07T13:40:51-03:00	18.52	18.03	0.30	105792	0	1	492447	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	69	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:35-03:00	2026-08-07T13:41:00-03:00	24.33	23.94	0.35	110572	0	1	492526	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	70	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:39-03:00	2026-08-07T13:41:02-03:00	23.15	22.66	0.36	109268	0	1	492595	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	ffd	71	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:40:39-03:00	2026-08-07T13:41:08-03:00	28.59	28.18	0.35	109664	0	1	492618	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	first_fit	52	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:37:21-03:00	2026-08-07T13:37:43-03:00	21.96	21.56	0.32	111272	0	1	487155	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	first_fit	53	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:37:21-03:00	2026-08-07T13:37:36-03:00	15.28	14.82	0.27	110952	0	1	487168	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
az-anticorr-alta	first_fit	54	none	configs/scenarios/fase1/geo9_azure_anticorr_alta.yaml	2026-08-07T13:37:21-03:00	2026-08-07T13:37:50-03:00	29.14	28.64	0.33	110784	0	1	487181	36bfe40eed33c8b8cb491894acd6f63c05c13e0d7a15a6e6f7b9401246d94c6d
