celula_i,celula_j,tau_b,p_nao_corrigido
az-flat-folgada,net100-go-realjun-folgada,0.33968311024337877,0.15522863417295543
az-flat-folgada,pue-az-realjun-folgada,0.4151682458530184,0.08236098834907706
az-flat-folgada,pue-go-realjun-folgada,0.33968311024337877,0.15522863417295543
az-realjan-alta,az-realjan-folgada,0.8440722199302098,0.0003281542287518693
az-realjan-alta,az-realjun-alta,1.0,5.010421677088344e-08
az-realjan-alta,az-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-realjan-alta,geo3-az-realjun-folgada,0.6000000000000001,0.00994553671637005
az-realjan-alta,geo3-go-realjun-folgada,0.7090909090909091,0.0015912097162097162
az-realjan-alta,go-anticorr-alta,0.7090909090909091,0.0015912097162097162
az-realjan-alta,go-anticorr-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-alta,go-em2021-alta,0.8545454545454545,4.624619207952541e-05
az-realjan-alta,go-em2021-folgada,0.8545454545454545,4.624619207952541e-05
az-realjan-alta,go-flat-alta,0.5983660736054126,0.011757284886714786
az-realjan-alta,go-flat-folgada,0.4113766756037212,0.0832645166635504
az-realjan-alta,go-realjan-alta,0.9272727272727274,3.2567740901074234e-06
az-realjan-alta,go-realjan-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-alta,go-realjun-alta,0.9272727272727274,3.2567740901074234e-06
az-realjan-alta,go-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-alta,hetcap-az-anticorr-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-alta,hetcap-az-realjun-folgada,0.8909090909090909,1.3728555395222063e-05
az-realjan-alta,net100-az-anticorr-folgada,0.7339758434175737,0.0017872890369872662
az-realjan-alta,net100-az-realjun-alta,0.9272727272727274,3.2567740901074234e-06
az-realjan-alta,net100-az-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-realjan-alta,net100-go-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-alta,pue-az-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-alta,pue-go-realjun-folgada,0.8807710121010884,0.0001781293054554629
az-realjan-folgada,az-realjun-alta,0.8440722199302099,0.0003281542287518693
az-realjan-folgada,az-realjun-folgada,0.9999999999999999,2.3434607292951027e-05
az-realjan-folgada,geo3-az-realjun-folgada,0.6605782590758164,0.004936818556325078
az-realjan-folgada,geo3-go-realjun-folgada,0.7339758434175737,0.0017872890369872662
az-realjan-folgada,go-anticorr-alta,0.697277051246695,0.0030042622393982835
az-realjan-folgada,go-anticorr-folgada,0.8888888888888888,0.00017029377577951654
az-realjan-folgada,go-em2021-alta,0.8440722199302099,0.0003281542287518693
az-realjan-folgada,go-em2021-folgada,0.7706746355884524,0.0010393630991335228
az-realjan-folgada,go-flat-alta,0.7548513560963972,0.0015860967062177476
az-realjan-folgada,go-flat-folgada,0.49065338146265813,0.04007320709416782
az-realjan-folgada,go-realjan-alta,0.9174698042719671,9.448129391490142e-05
az-realjan-folgada,go-realjan-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjan-folgada,go-realjun-alta,0.9174698042719671,9.448129391490142e-05
az-realjan-folgada,go-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjan-folgada,hetcap-az-anticorr-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjan-folgada,hetcap-az-realjun-folgada,0.8073734277593311,0.0005907573118657001
az-realjan-folgada,net100-az-anticorr-folgada,0.7407407407407407,0.0017310781767216426
az-realjan-folgada,net100-az-realjun-alta,0.9174698042719671,9.448129391490142e-05
az-realjan-folgada,net100-az-realjun-folgada,0.9259259259259258,8.999895879346697e-05
az-realjan-folgada,net100-go-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjan-folgada,pue-az-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjan-folgada,pue-go-realjun-folgada,0.9629629629629629,4.6465836804030796e-05
az-realjun-alta,az-realjun-folgada,0.8440722199302098,0.0003281542287518693
az-realjun-alta,geo3-az-realjun-folgada,0.6000000000000001,0.00994553671637005
az-realjun-alta,geo3-go-realjun-folgada,0.7090909090909091,0.0015912097162097162
az-realjun-alta,go-anticorr-alta,0.7090909090909091,0.0015912097162097162
az-realjun-alta,go-anticorr-folgada,0.8807710121010884,0.0001781293054554629
az-realjun-alta,go-em2021-alta,0.8545454545454545,4.624619207952541e-05
az-realjun-alta,go-em2021-folgada,0.8545454545454545,4.624619207952541e-05
az-realjun-alta,go-flat-alta,0.5983660736054126,0.011757284886714786
az-realjun-alta,go-flat-folgada,0.4113766756037212,0.0832645166635504
